,creator_name,creator_id,backers_count,blurb,is_starred,category.id,category.name,category.parent_id,category.slug,country,currency,goal,spotlight,staff_pick,state,usd_pledged,usd_type,state_num,launched_at_hr,launched_at_day_in_week,launched_at_day_in_month,launched_at_mo,launched_at_yr,deadline_hr,deadline_day_in_week,deadline_day_in_month,deadline_mo,deadline_yr,created_at_hr,created_at_day_in_week,created_at_day_in_month,created_at_mo,created_at_yr,count,success,launched-created,deadline-launched,pledge_perc
3503,Alex Beyer,1210376883,45,"Our days are numbered. Literally, on the calendar.™",False,325,Calendars,18.0,publishing,US,USD,20000.0,False,False,failed,1953.0,international,0,13,5,6,10,2017,14,7,5,11,2017,17,7,1,10,2017,1,False,4,30,9.765
3504,Jessica Burns,1533515975,3,"Starving Artist and Mother needs her own creative space! Help this mama build her own studio, so that she can create more art to share!",False,54,Mixed Media,1.0,art,US,USD,3500.0,False,False,failed,50.0,international,0,4,5,31,7,2015,4,3,9,9,2015,17,4,30,7,2015,1,False,0,40,1.4285714285714286
3505,Andrea Phillips,1242959191,25,"A bleak, emotional short story about science and parenthood.",False,47,Fiction,18.0,publishing,US,USD,250.0,True,False,successful,616.0,international,1,22,5,14,10,2011,22,5,28,10,2011,20,5,14,10,2011,1,True,0,14,246.4
3506,Khalil Samuels,872417429,19,An turn based tactical RPG about a thief named Dutch who finds himself in the hands of curiosity when a town is raided by bandits.,False,35,Video Games,12.0,games,US,USD,200.0,True,False,successful,410.0,international,1,3,5,20,3,2015,3,4,9,4,2015,1,5,20,3,2015,1,True,0,20,204.99999999999997
3507,Filthy Phill,411999406,43,A sub/pop/counter/underground culture podcast hosted by New York city based punk musicians Joey Steel and Filthy Phill.,False,239,Radio & Podcasts,18.0,publishing,US,USD,2000.0,True,False,successful,2041.0,international,1,1,4,1,3,2012,21,5,30,3,2012,22,5,17,2,2012,1,True,12,29,102.05
3508,Amy &#39;Goth&#39; Clark (deleted),1813808047,0,"I am looking to open my first online store, and to do this I need to purchase set up materials and repair some essential equipment.",False,54,Mixed Media,1.0,art,GB,GBP,300.0,False,False,failed,0.0,international,0,16,3,8,10,2014,17,5,7,11,2014,24,5,3,10,2014,1,False,4,30,0.0
3509,CAGE Studios,1332940331,113,"Amass a crew, explore the islands, and uncover the secrets of The Archipelago.",False,35,Video Games,12.0,games,US,USD,5000.0,True,False,successful,7000.0,international,1,20,5,1,9,2017,20,7,1,10,2017,20,1,26,6,2017,1,True,67,30,140.0
3510,Fredrik Strøm,1557682501,34,"The puzzle adventure game about a dog and his life. For Windows, Mac and Linux.",False,35,Video Games,12.0,games,NO,NOK,10500.0,True,False,successful,1606.62802839,international,1,18,2,2,12,2014,18,4,1,1,2015,21,2,4,11,2014,1,True,27,30,15.301219318000001
3511,Jennifer Jill Schwirzer,608285820,101,Musical journey through the book of Revelation with a documentary showing how it was created.,False,54,Mixed Media,1.0,art,US,USD,8000.0,True,False,successful,10070.0,international,1,17,3,3,4,2013,17,5,3,5,2013,19,7,24,3,2013,1,True,9,30,125.875
3512,Graeme Thomas,924793133,42,"Bigger, Better, Yuuuger! Ace the competition with your very own Trump inspired deck of cards. Watch the video, show your patriotism.",False,273,Playing Cards,12.0,games,US,USD,5500.0,False,False,failed,1005.0,international,0,16,1,25,7,2016,16,5,23,9,2016,16,7,10,7,2016,1,False,15,60,18.272727272727273
3513,Harry Wong,361497052,2,Collaborate to Create. Reworking artists' past work comprising techniques and base materials to give it a spotlight it deserved.,False,54,Mixed Media,1.0,art,GB,GBP,1250.0,False,False,failed,51.385965,international,0,24,4,10,7,2014,24,4,31,7,2014,18,4,26,6,2014,1,False,14,21,4.1108772
3514,Wesley Jameson,1819576576,8,Card game for up to 4 players. We have created a pack of the worlds biggest Jerks and ranked them. As a reward you can be in the pack!,False,273,Playing Cards,12.0,games,GB,GBP,8000.0,False,False,failed,313.56694584,international,0,9,5,13,2,2015,8,2,14,4,2015,20,2,10,2,2015,1,False,2,59,3.919586823
3515,Tim Hartley,1658941723,134,"5 cd boxset inc. lots of unreleased + live tracks £20.
Very limited edition 6 cd boxset + extras for £25",False,40,Indie Rock,14.0,music,GB,GBP,2500.0,True,False,successful,6380.535365,international,1,17,3,7,8,2013,17,5,6,9,2013,9,1,29,7,2013,1,True,9,30,255.22141459999997
3516,Snowcastle Games,171497873,4506,"An original turn-based role-playing game set in a world of machines and magic, a world that stopped spinning thousands of years ago.",False,35,Video Games,12.0,games,US,USD,150000.0,True,True,successful,178193.38,international,1,1,5,7,3,2014,24,5,11,4,2014,19,3,5,2,2014,1,True,29,35,118.79558666666668
3517,Tiffany Harelik,265951129,136,"The 2nd cookbook in a series on the culinary culture of food trucks, the Portland edition of Trailer Food Diaires: Cookbook is HOT!",False,48,Nonfiction,18.0,publishing,US,USD,20000.0,True,False,successful,22300.0,international,1,1,2,5,6,2012,4,3,1,8,2012,16,1,7,5,2012,1,True,28,57,111.5
3518,Ashley Hansen,995703469,32,"I use photography to paint the world the way I see it. This is my chance to truly share it with people, like you!",False,54,Mixed Media,1.0,art,US,USD,600.0,True,False,successful,790.0,international,1,20,3,13,2,2013,16,1,1,4,2013,18,1,11,2,2013,1,True,2,46,131.66666666666666
3519,La Fábrica de Inventos,280623011,189,Shufflerbox produces a completely randomized deck of cards quickly and efficiently. Protect your cards and carry in your pocket.,False,273,Playing Cards,12.0,games,US,USD,109000.0,False,False,failed,7002.0,international,0,16,2,31,5,2016,5,1,27,6,2016,9,2,17,5,2016,1,False,14,26,6.423853211009174
3520,Rye and Rekoe,1621808464,74,"Teaching and providing employment on urban gardens in north Minneapolis and a rural farm in Mora, MN.",False,309,Farms,10.0,food,US,USD,19000.0,True,False,successful,19113.0,international,1,16,1,30,3,2015,16,5,24,4,2015,19,1,2,3,2015,1,True,27,25,100.59473684210528
3521,Adam Clark,753334415,129,Billboard Bandits dives deep within graffiti and street arts subcultures and their fascination with conquering the billboard.,False,45,Art Books,18.0,publishing,US,USD,6750.0,True,False,successful,7509.0,international,1,8,6,30,6,2012,8,7,19,8,2012,23,1,14,5,2012,1,True,46,50,111.24444444444444
3522,Madison Welsley,1145056021,69,"With a little help from my friends I will be able to record, master, and package my original debut EP.",False,40,Indie Rock,14.0,music,US,USD,5000.0,True,False,successful,5125.0,international,1,4,5,17,2,2012,3,1,2,4,2012,2,5,9,12,2011,1,True,70,44,102.49999999999999
3523,Zoe,1503772912,1,I am creating a collection of designs that will be turned into home decorations.,False,54,Mixed Media,1.0,art,US,USD,500.0,False,False,failed,30.0,international,0,2,3,10,6,2015,2,5,10,7,2015,6,2,9,6,2015,1,False,0,30,6.0
3524,Sebastien Levesque,1922808734,24,I'd like a professional reviser to correct my script. English is not my first language. Next step: approach major film studios with it.,False,296,Fantasy,11.0,film & video,CA,CAD,10000.0,False,False,failed,1006.01052024,international,0,8,3,20,5,2015,8,5,19,6,2015,17,1,19,1,2015,1,False,120,30,10.0601052024
3525,Julia and Todd McDonald,979241773,176,We are one of a new generation of farmers dedicated to sustainability. Specific infrastructure can keep us producing for years to come.,False,309,Farms,10.0,food,US,USD,15000.0,True,False,successful,16167.0,international,1,24,5,14,3,2014,24,1,28,4,2014,18,2,4,3,2014,1,True,10,45,107.78000000000002
3526,BuffaloBuffaloBuffalo,267054290,15,"Buffalo Buffalo Buffalo are releasing their debut EP ""Buffalo Make Music"" on July 9, 2013 and we need your help in the home stretch.",False,40,Indie Rock,14.0,music,US,USD,500.0,True,False,successful,570.0,international,1,18,1,10,6,2013,4,1,1,7,2013,1,7,2,6,2013,1,True,8,20,113.99999999999999
3527,SKC,538235541,1,"E-Card is a fun strategy game, inspired by an anime, where the players have to read into each other's hands. Enjoy!",False,273,Playing Cards,12.0,games,DE,EUR,400.0,False,False,failed,2.12270284,international,0,17,1,17,4,2017,17,3,17,5,2017,10,7,9,4,2017,1,False,8,30,0.53067571
3528,Tara Fly,1321528467,59,"A 2017 calendar featuring paintings of cats wearing costumes inspired by history and literature, by fantasy cat artist Tara Fly.",False,325,Calendars,18.0,publishing,US,USD,1800.0,True,False,successful,2006.0,international,1,23,5,5,8,2016,23,5,26,8,2016,15,7,17,7,2016,1,True,19,21,111.44444444444443
3529,Eric Millman,1679275696,29,"The chronicle of how a band of unwashed fools, with but a well of whiskey and a tailored school bus, spent their American Summer.",False,48,Nonfiction,18.0,publishing,US,USD,900.0,True,False,successful,1408.47,international,1,5,6,22,10,2011,6,4,1,12,2011,23,4,20,10,2011,1,True,1,40,156.49666666666667
3530,Wonderfling,1218095936,74,"A boy creates a childhood companion with a special AI. Follow the story of friendship, war and terrorism. OUYA supported!",False,35,Video Games,12.0,games,US,USD,3000.0,True,False,successful,3738.0,international,1,18,5,21,6,2013,6,5,2,8,2013,14,6,15,6,2013,1,True,6,41,124.6
3531,Zoxide Games,865365403,382,"Explore the ocean, discover lost treasure, and unlock the secrets of an ancient mystery.",False,35,Video Games,12.0,games,US,USD,8000.0,True,True,successful,10070.5,international,1,16,1,1,6,2015,16,3,1,7,2015,19,7,10,5,2015,1,True,21,30,125.88125
3532,Celeste Addison Hurst,174156029,16,"In this project I will be making custom resin coated tables, clocks, wall hangings and coasters. Pretty meets practical.",False,54,Mixed Media,1.0,art,US,USD,500.0,True,False,successful,567.0,international,1,3,5,2,2,2018,3,7,4,3,2018,18,5,19,1,2018,1,True,13,30,113.39999999999999
3533,Robert W. Amster,1313881651,513,"Have you ever wanted to date presidential candidates? Now you can, with Grand Old Academy, a comedic visual novel!",False,35,Video Games,12.0,games,US,USD,13500.0,True,False,successful,15659.01,international,1,10,2,1,11,2016,4,4,1,12,2016,3,6,15,10,2016,1,True,17,29,115.99266666666668
3534,Rachel Rambach,2044677258,57,Music reaches children with autism in a way that little else can.  Listen & Learn is a song collection for this special audience...help them hear it.,False,40,Indie Rock,14.0,music,US,USD,2000.0,True,False,successful,2248.77,international,1,12,5,10,7,2009,12,4,8,10,2009,3,1,6,7,2009,1,True,4,89,112.43849999999999
3535,Perlas de memoria,69271082,23,"Exposición de arte sobre personas, lugares y situaciones entre 1980 y 2000 de la memoria colectiva de los habitantes de Guadalajara.",False,54,Mixed Media,1.0,art,MX,MXN,7000.0,True,False,successful,370.99461,international,1,3,4,30,3,2017,3,6,29,4,2017,19,5,17,3,2017,1,True,12,30,5.299923
3536,Daniel,2078680252,38,Raise enough money to fund the copyright cost for the full length indie rock record we spent the year recording.,False,40,Indie Rock,14.0,music,US,USD,1500.0,True,False,successful,1500.76,international,1,2,5,27,4,2012,2,7,27,5,2012,21,3,18,4,2012,1,True,8,30,100.05066666666667
3537,Osiris,189565458,0,"This is a New style card game with dramatic and realistic mixture.
Game Topic ""LIFE"" which represent our life is kind of game.",False,273,Playing Cards,12.0,games,HK,HKD,100000.0,False,False,failed,0.0,international,0,10,1,19,12,2016,10,2,7,2,2017,11,7,4,12,2016,1,False,14,50,0.0
3538,Myke Fedyk,1471732805,24,Help The Little Black Bottles duplicate CDs and merchandise for their release Let Them Eat Red Velvet Cake and get some cool stuff!,False,40,Indie Rock,14.0,music,US,USD,2000.0,True,False,successful,2190.0,international,1,5,3,28,9,2011,5,5,28,10,2011,24,1,12,9,2011,1,True,15,30,109.5
3539,David Harrell,1666330993,23,There is something very special about this little lonely rectangle. Can his friends help him find out what that is?,False,46,Children's Books,18.0,publishing,US,USD,1600.0,True,False,successful,1600.0,international,1,19,2,26,4,2011,19,4,26,5,2011,14,3,20,4,2011,1,True,6,30,100.0
3540,Deborah Annette Simmons,153928318,0,Woman artist/boat builder uses Images to honor slave survivors of Amistad revolt in construction and design of a 20-ft wooden boat!,False,54,Mixed Media,1.0,art,US,USD,7000.0,False,False,failed,0.0,international,0,1,3,21,10,2015,2,5,20,11,2015,1,7,18,10,2015,1,False,3,30,0.0
3541,"Pencil Test Studios, Inc.",1949537745,18126,"A new adventure game made of clay. From the Neverhood creators - made possible because of YOU, our generous supporters.",False,35,Video Games,12.0,games,US,USD,900000.0,True,True,successful,974578.01,international,1,17,2,28,5,2013,17,4,27,6,2013,23,1,16,7,2012,1,True,315,30,108.28644555555556
3542,Michael Hanna and Jeff Johnson,213207013,128,"We are ready to harvest the vibrant Ashwagandha we grew, and we need equipment and organic alcohol to extract it into quality tincture.",False,309,Farms,10.0,food,US,USD,5000.0,True,False,successful,6771.0,international,1,16,4,1,10,2015,7,1,19,10,2015,6,1,28,9,2015,1,True,3,17,135.42000000000002
3543,The Ineloquent,345921597,5,"In 2011, The Ineloquent will be playing at least 120 concerts in more than 40 states.  Help feed the band and help feed the van!",False,40,Indie Rock,14.0,music,US,USD,350.0,True,False,successful,500.0,international,1,20,6,9,4,2011,2,3,1,6,2011,24,1,4,4,2011,1,True,4,52,142.85714285714286
3544,Upheaval Arts,747939120,1753,A free to play science fiction Multi-Player Online RPG played through Battle.net on StarCraft II. (No StarCraft purchase required),False,35,Video Games,12.0,games,US,USD,80000.0,True,True,successful,84918.63,international,1,1,1,12,8,2013,1,3,11,9,2013,7,4,15,3,2012,1,True,514,30,106.14828750000001
3545,Cliff Thomason,436511838,1,Industrial hemp has been legalized in Oregon. We are poised to become the largest producer of hemp in Oregon.  We just need your help!,False,309,Farms,10.0,food,US,USD,30000.0,False,False,failed,57.0,international,0,15,2,2,6,2015,15,2,23,6,2015,19,2,19,5,2015,1,False,13,21,0.19
3546,Claudia Lynch,218396010,1,"A 12-month calendar w/12 outlines of ShoeStories™ shoes to color as you wish, templates to create your own shoe designs, & 10 markers.",False,325,Calendars,18.0,publishing,US,USD,300.0,False,False,failed,35.0,international,0,22,2,4,11,2014,22,4,4,12,2014,16,2,4,11,2014,1,False,0,30,11.666666666666666
3547,Jennifer Van Bergen,2081837095,23,Undoing 200 years of false history.,False,48,Nonfiction,18.0,publishing,US,USD,500.0,True,False,successful,700.0,international,1,21,4,3,2,2011,20,4,5,5,2011,18,4,3,2,2011,1,True,0,90,140.0
3548,Alex321432,1597475005,3,"Starting a safe Minecraft server for new players. Tutorials, language filters, grief free and special community events.",False,35,Video Games,12.0,games,US,USD,210.0,True,False,successful,260.0,international,1,21,6,20,2,2016,20,3,20,4,2016,15,7,14,2,2016,1,True,6,59,123.80952380952381
3549,Miles To Marston,1156807381,56,"M2M's Ari Zelig and Daniel Novick are looking to record and release five brand new songs, ten years in the making.",False,40,Indie Rock,14.0,music,US,USD,4000.0,True,False,successful,4190.0,international,1,5,3,20,2,2013,4,1,1,4,2013,15,6,16,2,2013,1,True,3,39,104.75000000000001
3550,GrifballHub,1438142860,97,"GrifballHub is raising funds to purchase a booth at RTX 2014, complete with tips, swag, and playable Grifball!",False,35,Video Games,12.0,games,US,USD,4500.0,True,False,successful,9224.77,international,1,4,5,28,2,2014,4,5,28,3,2014,2,1,20,1,2014,1,True,39,27,204.99488888888888
3551,Eric Beck,1903972634,7,"Converting a 150 year old farm into a tech infused holistic ecosystem to rejuvenate the land, save the bees, and grow amazing food.",False,309,Farms,10.0,food,US,USD,2000.0,False,False,failed,151.0,international,0,16,2,22,5,2018,16,4,21,6,2018,17,1,19,3,2018,1,False,63,30,7.55
3552,Michael K Gremillion,1592005407,63,"A classic-style RPG set in an Arabian Nights-inspired world, made by three friends with big dreams.",False,35,Video Games,12.0,games,US,USD,1100.0,True,False,successful,1790.0,international,1,2,5,1,3,2013,1,7,31,3,2013,3,5,14,12,2012,1,True,76,29,162.72727272727272
3553,Dog Might Games,331708419,289,"A tactical resource management board game where you harvest farmland, marshal animal armies, and battle for control of the farm!",False,34,Tabletop Games,12.0,games,US,USD,2500.0,True,True,successful,15049.0,international,1,17,2,14,1,2014,1,1,17,2,2014,21,5,6,12,2013,1,True,38,33,601.9599999999999
3554,Hawk Nelson,90922784,603,Pre-order now and be a part of making the BRAND NEW album by Hawk Nelson.,False,42,Pop,14.0,music,US,USD,35000.0,True,False,successful,37785.27,international,1,16,5,10,8,2012,3,2,11,9,2012,20,4,26,7,2012,1,True,14,31,107.95791428571428
3556,Oliver Anthony Howkins,1531679449,16,"Murdery Myster, a short film about an introverted girl who believes her best friend is plotting to murder her.",False,292,Comedy,11.0,film & video,GB,GBP,540.0,True,False,successful,811.35502075,international,1,12,3,24,2,2016,11,5,25,3,2016,14,5,12,2,2016,1,True,11,29,150.25092976851852
3558,"Jake, Jo, Eleanor and Naomi",1912420631,171,We need you to partner with us by pre-ordering our album - so we can afford to finish it!,False,42,Pop,14.0,music,GB,GBP,1200.0,True,False,successful,3948.87630852,international,1,11,7,14,4,2013,23,5,31,5,2013,10,2,30,10,2012,1,True,166,47,329.07302570999997
3559,Morgan Evans,1850839182,108,This tentatively titled project is a fifteen episode webseries featuring directors from real live television shows. It's sad-funny.,False,33,Webseries,11.0,film & video,US,USD,10000.0,True,True,successful,10133.07,international,1,3,2,11,10,2011,6,7,13,11,2011,4,1,10,10,2011,1,True,0,33,101.3307
3560,Merlino Entertainment,24348879,318,"Heroes' Tale fuses tabletop role-playing games and playing cards, to create a rich, visual role playing experience.",False,34,Tabletop Games,12.0,games,US,USD,60000.0,True,True,successful,64201.0,international,1,18,2,9,4,2013,5,5,10,5,2013,17,3,3,4,2013,1,True,6,30,107.00166666666667
3562,Rommel,1032994162,3,"See the Life style in Puerto Rico Thru the eyes of Different People. From the poor to the wealthy, From Monday to the Weekends.",False,292,Comedy,11.0,film & video,US,USD,30000.0,False,False,failed,12.0,international,0,4,5,23,1,2015,4,7,22,2,2015,23,4,22,1,2015,1,False,0,30,0.04
3563,Iouri Lazirko,699546273,3,The painting exhibitions event by Ukrainian artist Sergiy Tatchyn!,False,23,Painting,1.0,art,US,USD,4800.0,False,False,failed,90.0,international,0,12,2,13,5,2014,12,1,30,6,2014,15,5,18,4,2014,1,False,24,48,1.875
3565,Russell Daniels & Jacklyn Collier,1697586640,152,"This is My Roommate is a wry, heartfelt, comedic web-series loosely based on the lives of its subjects.",False,33,Webseries,11.0,film & video,US,USD,9000.0,True,False,successful,11676.0,international,1,18,1,10,8,2015,18,3,9,9,2015,3,1,3,8,2015,1,True,7,30,129.73333333333332
3566,Devin Montgomery,1763800459,717,A clock that hides a treasured book within. Built to make the magic of stories a little more real for the reader in your life.,False,28,Product Design,7.0,design,US,USD,25000.0,True,False,successful,69116.0,international,1,5,1,17,6,2013,4,4,18,7,2013,18,7,25,3,2012,1,True,448,30,276.464
3567,Battle Stache Studios,967887631,98,"Can this rag-tag team of urban detectives find a missing lover, the Oak Ness Monster, and the East Bay's best desserts in 8 episodes?",False,292,Comedy,11.0,film & video,US,USD,4000.0,True,False,successful,4070.0,international,1,15,4,31,7,2014,7,6,9,8,2014,1,6,19,7,2014,1,True,12,8,101.75
3568,Charles Wieand,1489738222,1,"I'm on a quest to live out every adventure show ever made! 
I'm filming the most epic adventure show ever and you can join me!",False,292,Comedy,11.0,film & video,US,USD,50000.0,False,False,failed,1.0,international,0,24,2,2,9,2014,24,4,2,10,2014,23,1,18,8,2014,1,False,15,30,0.002
3569,Jay Remy,1098014425,0,From Photo And Movie Shoot Equipment To Computers And Software Alot Is Needed To Produce Movies Music Videos Songs Albums And Tv Show,False,278,People,15.0,photography,US,USD,300.0,False,False,failed,0.0,international,0,16,3,14,9,2016,16,5,14,10,2016,12,3,14,9,2016,1,False,0,30,0.0
3570,Joshua R. Pinkas,458326518,35,"My name is Joshua R. Pinkas, and I want to paint a watercolor rose (or any other flower) just for you!",False,23,Painting,1.0,art,US,USD,170.0,True,False,successful,683.0,international,1,23,5,27,1,2017,5,1,27,2,2017,14,5,27,1,2017,1,True,0,30,401.7647058823529
3571,D.A.M.N.,1964022474,0,We want to record better demo's and a EP for you guys to listen to!,False,241,Metal,14.0,music,NL,EUR,600.0,False,False,failed,0.0,domestic,0,18,1,10,8,2015,18,3,9,9,2015,21,1,20,7,2015,1,False,20,30,0.0
3573,Jill Christine Miller (deleted),1750090716,5,"I will be embarking on a 4 week residency this fall at Shankill Castle in Kilkenny, Ireland to create a series of figurative paintings.",False,23,Painting,1.0,art,US,USD,2500.0,False,False,failed,347.0,international,0,16,2,22,7,2014,16,4,21,8,2014,15,6,26,10,2013,1,False,269,30,13.88
3574,April Sellers,1218405253,163,"We are a Minneapolis-based contemporary performance company touring our current hit, Animal Corridor, to Chicago Detroit and Boston",False,254,Performances,6.0,dance,US,USD,7000.0,True,False,successful,8250.0,domestic,1,16,2,30,1,2018,6,5,23,2,2018,23,4,11,1,2018,1,True,18,23,117.85714285714286
3575,chris campbell,818661725,2,This guy breaks up with this girl for being overweight...only to find out she dies and comes back to haunt him as a blow up doll.,False,292,Comedy,11.0,film & video,US,USD,2500.0,False,False,failed,20.0,international,0,13,4,23,6,2016,13,3,13,7,2016,8,4,23,6,2016,1,False,0,20,0.8
3576,Clem McIntosh,1017025172,94,"4 roommates, 4 opposing nationalities, all under the same roof, resulting in mass confusion, hilarity and a dash of Scottish witchery.",False,33,Webseries,11.0,film & video,US,USD,8000.0,True,False,successful,8320.0,international,1,7,5,10,6,2011,17,1,1,8,2011,1,2,7,6,2011,1,True,3,52,104.0
3578,Tammy Anderson,942460460,8,"My daughter has earned an acting scholarship in Hollywood, CA!  We'd love to document our experience to help other aspiring actors!",False,33,Webseries,11.0,film & video,US,USD,600.0,True,False,successful,632.0,international,1,18,2,16,6,2015,18,4,16,7,2015,16,7,14,6,2015,1,True,2,30,105.33333333333333
3579,Cameron Quarles,1397294434,1,Rogue America is an urban clothing line all about self expression. We're here to help that expression flow.,False,263,Apparel,9.0,fashion,US,USD,2500.0,False,False,failed,18.0,domestic,0,22,1,14,7,2014,22,3,13,8,2014,14,5,18,4,2014,1,False,87,30,0.72
3580,Marlene Rhein,218800967,62,Web Series about a NYC woman who loses her job and has to move back in with her nutso parents on Long Island.,False,33,Webseries,11.0,film & video,US,USD,8000.0,True,False,successful,8321.0,international,1,13,2,21,8,2012,13,4,20,9,2012,4,2,31,7,2012,1,True,21,30,104.0125
3581,Michael Spider Webb,2092760692,182,"A monograph on the work of Michael Webb, an artist trained as an architect and operating at the intersection of art and architecture.",False,258,Architecture,7.0,design,US,USD,35000.0,True,True,successful,36690.0,international,1,15,5,4,8,2017,4,3,6,9,2017,19,5,28,4,2017,1,True,97,32,104.82857142857142
3583,Summer Gill,236023173,52,"Hi guys! I'll be recording a 6-7 song EP this summer and I need your help to make it happen! 
Any support is appreciated!",False,42,Pop,14.0,music,US,USD,2000.0,True,False,successful,2795.0,international,1,22,5,1,4,2016,22,2,31,5,2016,1,5,18,3,2016,1,True,14,60,139.75
3584,Keith Jordan,1661682453,56,"A Comedy Web Series about the totally broke, totally car-less, and totally awesome, living the dream in Los Angeles.",False,33,Webseries,11.0,film & video,US,USD,2000.0,True,True,successful,2226.92,international,1,23,3,27,10,2010,24,5,26,11,2010,3,2,26,10,2010,1,True,1,30,111.34600000000002
3586,Ava Aston,1728250705,49,"Hi, I'm Ava. I'm an artist who lives to create and perform music that makes you feel something, music that makes you smile...",False,42,Pop,14.0,music,US,USD,17500.0,False,False,failed,2139.0,international,0,16,7,6,11,2011,16,4,5,1,2012,3,6,5,11,2011,1,False,1,60,12.222857142857142
3587,Justin Jeffery,302359848,0,"I want to build a deck, and if someone can collect $50k for potato salad I'm sure I can get enough funding for my project.",False,258,Architecture,7.0,design,US,USD,5000.0,False,False,failed,0.0,international,0,19,1,14,7,2014,4,2,2,9,2014,2,6,12,7,2014,1,False,2,49,0.0
3589,Mingo Fishtrap,1387951495,366,Mingo has been in the studio recording some great new tunes but we need your help to get this thing out! Gifts for every pledge!,False,42,Pop,14.0,music,US,USD,25000.0,True,True,successful,34835.0,international,1,19,5,6,4,2012,19,1,21,5,2012,5,2,27,3,2012,1,True,10,45,139.34
3590,Les Keen,690037994,38,"This Mor or Les Production is an uncompromising topical comedy show, made for you and by you. It’s one-on-one, buzzer-on-buzzer.",False,292,Comedy,11.0,film & video,GB,GBP,5000.0,False,False,failed,1636.2446364,international,0,15,1,19,1,2015,15,3,18,2,2015,17,7,18,1,2015,1,False,0,30,32.724892728
3591,Silver Lining Productions,1471583999,145,"We are bringing garment manufacturing home, and it all starts with the shirt on your back!",False,263,Apparel,9.0,fashion,US,USD,10000.0,True,False,successful,10159.0,domestic,1,22,3,7,5,2014,22,5,6,6,2014,24,1,17,3,2014,1,True,50,30,101.59
3592,Henry Jasper,1811420414,652,"Evade Customs, Outwit your opponents and secure your fortune in this strategic board game for 2-5 players set in 18th Century Cornwall.",False,34,Tabletop Games,12.0,games,GB,GBP,14000.0,True,True,successful,46601.47076608,international,1,13,4,23,5,2013,23,6,6,7,2013,10,1,20,5,2013,1,True,3,44,332.86764832914287
3593,Mark O Slotnick,1580806336,18,"The New Studio & Stage needs a structure with Sauna~Steam Room, Jacuzzi, Shower, Sink &Toilet for the bands out here jammin' for a time",False,258,Architecture,7.0,design,US,USD,2345.0,True,False,successful,3175.0,international,1,22,4,2,7,2015,22,4,23,7,2015,23,6,25,4,2015,1,True,67,21,135.39445628997868
3594,Michael Creature,1695145170,8,"Join us for the Opening Reception of the Pink Elephant Studio in Austin, TX!",False,43,Rock,14.0,music,US,USD,600.0,True,False,successful,710.0,international,1,4,7,15,1,2012,4,7,19,2,2012,24,3,11,1,2012,1,True,3,35,118.33333333333333
3595,Rob Corso and Meg Sheehan,852445514,286,Your prayers have been answered! Feast on the Goodness. Everybody loves cheese!  Please come support us on Kickstarter.,False,28,Product Design,7.0,design,US,USD,25000.0,True,True,successful,25604.01,international,1,1,4,27,10,2011,2,2,6,12,2011,20,3,12,10,2011,1,True,14,40,102.41604
3597,Greg Wachtenheim,1978718574,5,"If our world contained superheroes and villains with extraordinary abilities, where would the line between them be drawn?",False,32,Shorts,11.0,film & video,US,USD,120.0,True,False,successful,220.0,international,1,23,2,6,7,2010,22,7,18,7,2010,22,2,6,7,2010,1,True,0,11,183.33333333333331
3598,Beyond Vision,1207877020,146,UP TO 128GB STORAGE THAT FITS RIGHT INTO YOUR WALLET!,False,28,Product Design,7.0,design,GB,GBP,10000.0,True,False,successful,16815.10835494,international,1,24,3,3,7,2013,24,6,17,8,2013,4,7,9,6,2013,1,True,24,45,168.15108354939997
3599,Jeremiah Anthony Powell,1462398224,2,"I need your help funding trips to various states across the country, I plan to spread positivity and tell stories through photography.",False,278,People,15.0,photography,US,USD,1500.0,False,False,failed,2.0,international,0,18,4,9,7,2015,18,4,23,7,2015,15,4,9,7,2015,1,False,0,14,0.13333333333333333
3600,Mac Smullen,1062884079,41,A 60-minute Senior Thesis film in 3 vignettes. Tightly knit drama using Lovecraftian horror to weave parables for life's major choices.,False,32,Shorts,11.0,film & video,US,USD,2500.0,True,True,successful,2869.0,international,1,21,4,28,10,2010,22,4,6,1,2011,20,4,28,10,2010,1,True,0,70,114.75999999999999
3601,Osara,478342880,55,"Help Osara fund their new album, produced by Rick Beato (Shinedown, Bullet For My Valentine, NeedToBreathe).",False,43,Rock,14.0,music,US,USD,5000.0,True,False,successful,5505.0,international,1,23,7,1,9,2013,23,2,1,10,2013,16,2,4,6,2013,1,True,89,30,110.1
3602,Lila Dance,486014504,52,"Lila Dance's immersive dance show is touring to rural locations across the UK, and needs your support to help us reach as many people.",False,254,Performances,6.0,dance,GB,GBP,1500.0,True,False,successful,2788.61999156,domestic,1,9,3,25,5,2016,23,6,18,6,2016,15,1,16,5,2016,1,True,8,24,185.90799943733333
3603,Andrew Zatlin,572991787,0,"Harold is a new dad and learns that he's adopted.  On a road trip to locate his 'real' dad, he finds the true meaning of fatherhood.",False,292,Comedy,11.0,film & video,US,USD,55000.0,False,False,failed,0.0,international,0,21,5,28,10,2016,22,2,27,12,2016,16,2,11,10,2016,1,False,17,60,0.0
